"縣市","鄉鎮市區","交易標的","土地區段位置或建物區門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價每平方公尺","車位類別","車位移轉總面積平方公尺","車位總價元","lat","lon"
"臺北市","大安區","房地(土地+建物)+車位","臺北市大安區仁愛路四段345巷15弄15號",37.78,"住",NA,NA,10401,"土地1建物1車位1","四層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",750609,180.61,3,2,3,"有","有",5.6e+07,310060,"坡道平面",29.38,0,25.039,121.55
"臺北市","大安區","房地(土地+建物)","臺北市大安區基隆路二段135號",4.73,"商",NA,NA,10312,"土地1建物1車位0","十二層",12,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼骨鋼筋混凝土造",941111,45.21,3,1,1,"有","有",16500000,364964,"",0,0,25.016,121.54
"臺北市","北投區","房地(土地+建物)+車位","臺北市北投區中山北路七段219巷3弄45號",38.99,"住",NA,NA,10402,"土地1建物1車位1","五層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",730920,171.29,3,2,2,"有","有",25050000,146243,"坡道平面",0,0,25.127,121.53
"臺北市","士林區","房地(土地+建物)","臺北市士林區延平北路五段163巷17弄15號",74,"住",NA,NA,10403,"土地1建物1車位0","全",NA,"透天厝","住家用","磚造",560115,113.06,4,2,2,"有","無",1.4e+07,123828,"",0,0,25.083,121.5
"臺北市","北投區","土地","",36.21,"商",NA,NA,10401,"土地3建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",37400000,1032864,"",0,0,NA,NA
"臺北市","信義區","房地(土地+建物)","臺北市信義區永吉路345號",4.25,"商",NA,NA,10312,"土地1建物1車位0","十二層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",741113,41.45,3,2,2,"有","有",2200000,53063,"",0,0,25.045,121.57
"臺北市","松山區","房地(土地+建物)","臺北市松山區南京東路五段286巷15號",13.29,"住",NA,NA,10401,"土地1建物1車位0","一層，平台",6,"店面(店鋪)","住家用","鋼筋混凝土造",650609,70,1,1,1,"有","有",21800000,311429,"",0,0,25.051,121.55
"臺北市","信義區","房地(土地+建物)","臺北市信義區松勤街15號",6.17,"其他",NA,NA,10402,"土地1建物1車位0","六層",19,"套房(1房1廳1衛)","住家用","見其他登記事項",961225,49.62,1,1,1,"有","有",22680000,457074,"",0,0,25.032,121.56
"臺北市","松山區","房地(土地+建物)","臺北市松山區八德路四段91巷3弄15號",27.96,"住",NA,NA,10401,"土地1建物1車位0","四層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",751213,143.51,4,2,2,"有","有",34900000,243189,"",0,0,25.049,121.55
"臺北市","信義區","房地(土地+建物)","臺北市信義區信安街165號",7.33,"住",NA,NA,10402,"土地1建物1車位0","十一層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",720712,67.54,2,2,1,"有","有",14900000,220610,"",0,0,25.022,121.55
"臺北市","松山區","房地(土地+建物)","臺北市松山區光復南路46巷15號",17,"住",NA,NA,10402,"土地1建物1車位0","四層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",730131,95.2,3,2,2,"有","有",2.2e+07,231092,"",0,0,25.046,121.55
"臺北市","中山區","房地(土地+建物)","臺北市中山區中山北路一段105巷15號",4.3,"商",NA,NA,10401,"土地1建物1車位0","三層",7,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",710420,33.79,1,1,1,"有","有",6600000,195324,"",0,0,25.05,121.52
"臺北市","中山區","房地(土地+建物)","臺北市中山區民權東路三段75巷2弄15號",38.25,"商",NA,NA,10402,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",650827,107.77,3,2,2,"有","無",1.6e+07,148464,"",0,0,25.062,121.54
"臺北市","內湖區","房地(土地+建物)+車位","臺北市內湖區文德路90巷45號",15.46,"住",NA,NA,10401,"土地1建物1車位1","二層",9,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",861125,84.18,2,2,1,"有","有",14400000,171062,"坡道機械",0,0,25.077,121.58
"臺北市","中山區","房地(土地+建物)","臺北市中山區長安東路二段105號",74.08,"商",NA,NA,10402,"土地2建物2車位0","一層，騎樓",12,"店面(店鋪)","商業用","鋼筋混凝土造",740528,489.82,0,0,0,"無","無",2.75e+08,561431,"",0,0,25.048,121.53
"臺北市","內湖區","房地(土地+建物)","臺北市內湖區星雲街150巷15號",29.39,"住",NA,NA,10401,"土地1建物1車位0","九層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840829,88.72,4,2,2,"有","有",19600000,220920,"",0,0,25.079,121.59
"臺北市","大同區","房地(土地+建物)+車位","臺北市大同區延平北路二段285號",20.92,"其他",NA,NA,10402,"土地1建物1車位1","十二層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",910603,182.87,4,2,2,"有","有",26500000,144912,"升降機械",7.06,0,25.062,121.51
"臺北市","中正區","房地(土地+建物)","臺北市中正區汀州路一段125巷15號",39.25,"住",NA,NA,10312,"土地1建物1車位0","二層",4,"公寓(5樓含以下無電梯)","","加強磚造",NA,110.37,3,2,1,"有","無",10810514,97948,"",0,0,25.028,121.5
"臺北市","大安區","土地","",146.59,"住",NA,NA,10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",60383184,411919,"",0,0,NA,NA
"臺北市","大安區","房地(土地+建物)+車位","臺北市大安區仁愛路四段151巷45號",15.54,"住",NA,NA,10312,"土地9建物1車位3","地下二層，地下三層",14,"住宅大樓(11層含以上有電梯)","見使用執照","鋼筋混凝土造",790420,94.45,0,0,0,"無","有",9300000,98465,"坡道平面",0,0,25.04,121.55
"臺北市","大安區","房地(土地+建物)","臺北市大安區杭州南路二段93巷45號",29.5,"住",NA,NA,10401,"土地2建物1車位0","三層，陽台",4,"公寓(5樓含以下無電梯)","","鋼筋混凝土造",NA,67.14,2,1,1,"有","無",1.7e+07,253202,"",0,0,25.028,121.52
"臺北市","大安區","房地(土地+建物)+車位","臺北市大安區安和路一段21巷15號",60.1,"住",NA,NA,10312,"土地2建物1車位10","地下二層，地下三層",13,"住宅大樓(11層含以上有電梯)","見使用執照","鋼筋混凝土造",790220,355.31,0,0,0,"無","有",3.1e+07,87248,"坡道平面",0,0,25.039,121.55
"臺北市","大安區","房地(土地+建物)+車位","臺北市大安區富陽街165號",34.11,"住",NA,NA,10312,"土地1建物1車位1","九層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",940506,198.76,3,2,2,"有","有",39500000,198732,"坡道平面",41.29,0,25.017,121.55
"臺北市","大安區","房地(土地+建物)","臺北市大安區基隆路二段195號",3.13,"商",NA,NA,10403,"土地1建物1車位0","七層",14,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",980109,36.43,1,1,1,"有","有",11500000,315674,"",0,0,25.024,121.55
"臺北市","大安區","房地(土地+建物)","臺北市大安區忠孝東路三段248巷19弄45號",38.7,"住",NA,NA,10312,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","國民住宅","鋼筋混凝土造",720401,101.82,3,2,1,"有","有",2.8e+07,274995,"",0,0,25.04,121.54
"臺北市","大安區","房地(土地+建物)","臺北市大安區永康街4巷15號",10.42,"住",NA,NA,10401,"土地1建物1車位0","二層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",960911,53.13,1,1,1,"有","有",16880000,317711,"",0,0,25.033,121.52
"臺北市","北投區","房地(土地+建物)","臺北市北投區行義路186巷15號",83.8,"住",NA,NA,10402,"土地1建物1車位0","三層",3,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",780131,117.88,3,1,2,"有","無",11500000,97557,"",0,0,25.132,121.52
"臺北市","北投區","房地(土地+建物)+車位","臺北市北投區公?路209巷15號",68.64,"住",NA,NA,10312,"土地3建物1車位1","一層",5,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1031230,150.89,3,2,2,"有","有",24550000,172307,"坡道平面",21.76,2300000,25.127,121.5
"臺北市","北投區","房地(土地+建物)","臺北市北投區中央北路三段15號",29,"住",NA,NA,10403,"土地3建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740328,105.32,3,2,2,"有","無",10500000,99696,"",0,0,25.138,121.48
"臺北市","士林區","房地(土地+建物)+車位","臺北市士林區中山北路五段829巷45號",50.4,"住",NA,NA,10403,"土地2建物1車位4","十一層",15,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030411,487,4,2,3,"有","有",18800000,38604,"坡道平面",179.84,0,25.101,121.52
"臺北市","士林區","房地(土地+建物)","臺北市士林區福國路105號",16.43,"商",NA,NA,10402,"土地1建物1車位0","七層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",680503,122.18,3,2,2,"有","有",24080000,197086,"",0,0,25.101,121.52
"臺北市","北投區","房地(土地+建物)+車位","臺北市北投區中央南路二段15號",13.95,"工",NA,NA,10402,"土地1建物1車位1","七層",13,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",970523,110,2,2,1,"有","有",14480000,131636,"坡道平面",25.72,0,25.125,121.5
"臺北市","北投區","房地(土地+建物)","臺北市北投區溫泉路135號",48.72,"住",NA,NA,10402,"土地2建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730517,114.7,3,2,2,"有","無",8700000,75850,"",0,0,25.139,121.51
"臺北市","北投區","房地(土地+建物)","臺北市北投區奇岩路75號",273.13,"住",NA,NA,10401,"土地3建物1車位0","全",2,"透天厝","住家用","加強磚造",691113,327.7,4,3,3,"有","無",2.8e+07,85444,"",0,0,25.13,121.5
"臺北市","北投區","房地(土地+建物)+車位","臺北市北投區明德路150巷15號",29.37,"住",NA,NA,10402,"土地1建物1車位1","五層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",980114,212.25,3,2,2,"有","有",4.3e+07,202591,"坡道平面",0,0,25.11,121.52
"臺北市","北投區","房地(土地+建物)+車位","臺北市北投區公?路209巷15號",66.96,"住",NA,NA,10206,"土地3建物1車位1","四層",5,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1031230,141.48,3,2,2,"有","有",22950000,174156,"坡道平面",21.76,2100000,25.127,121.5
"臺北市","北投區","房地(土地+建物)","臺北市北投區中和街45號",4.56,"其他",NA,NA,10402,"土地1建物1車位0","六層",8,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",690821,32.31,1,1,1,"有","有",3300000,102136,"",0,0,25.138,121.5
"臺北市","松山區","房地(土地+建物)+車位","臺北市松山區三民路35巷15號",49.74,"住",NA,NA,10402,"土地1建物1車位1","八層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",930507,227.83,4,2,2,"有","有",4.4e+07,193126,"坡道平面",0,0,25.055,121.56
"臺北市","信義區","房地(土地+建物)","臺北市信義區基隆路一段15號",10.4,"商",NA,NA,10401,"土地5建物1車位0","四層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1021107,97.37,2,1,1,"有","有",32400000,332751,"",0,0,25.048,121.56
"臺北市","信義區","房地(土地+建物)","臺北市信義區基隆路一段345號",8.12,"商",NA,NA,10312,"土地3建物1車位0","三層",6,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",621124,40.85,0,0,0,"無","有",4800000,117503,"",0,0,25.034,121.56
"臺北市","松山區","房地(土地+建物)","臺北市松山區八德路二段366巷45號",8.13,"住",NA,NA,10401,"土地1建物1車位0","三層",6,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",800524,44,1,1,1,"有","有",10300000,234091,"",0,0,25.046,121.54
"臺北市","松山區","房地(土地+建物)","臺北市松山區敦化北路195號",15.76,"其他",NA,NA,10310,"土地1建物1車位0","十三層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",NA,71.15,0,0,0,"無","有",18900000,265636,"",0,0,25.055,121.54
"臺北市","信義區","土地","",0.04,"住",NA,NA,10403,"土地3建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",10000,0,"",0,0,NA,NA
"臺北市","南港區","土地","",130,"其他",NA,NA,10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",22880000,176000,"",0,0,NA,NA
"臺北市","南港區","土地","",100.5,"其他",NA,NA,10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",17688000,176000,"",0,0,NA,NA
"臺北市","松山區","房地(土地+建物)","臺北市松山區南京東路四段53巷10弄15號",19.88,"住",NA,NA,10402,"土地1建物1車位0","三層",4,"公寓(5樓含以下無電梯)","","加強磚造",NA,110.22,2,2,1,"有","無",2.6e+07,235892,"",0,0,25.053,121.55
"臺北市","信義區","房地(土地+建物)","臺北市信義區忠孝東路五段372巷27弄45號",17.02,"住",NA,NA,10402,"土地1建物1車位0","六層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,83.03,2,1,1,"有","有",19900000,239672,"",0,0,25.039,121.57
"臺北市","信義區","房地(土地+建物)","臺北市信義區吳興街494巷15號",26.58,"住",NA,NA,10312,"土地1建物1車位0","七層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780815,133.37,3,2,2,"有","無",3.1e+07,232436,"",0,0,25.023,121.56
"臺北市","信義區","房地(土地+建物)","臺北市信義區富陽街71巷15號",27.29,"住",NA,NA,10402,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680925,98.57,3,1,1,"有","無",18100000,183626,"",0,0,25.022,121.55
"臺北市","內湖區","房地(土地+建物)","臺北市內湖區港華街105號",35.25,"住",NA,NA,10401,"土地1建物2車位0","一層",10,"華廈(10層含以下有電梯)","見其他登記事項","鋼筋混凝土造",1010515,107.44,0,0,0,"無","無",24190000,225149,"",0,0,25.083,121.57
"臺北市","中山區","車位","臺北市中山區長春路105號",0.14,"商",NA,NA,10401,"土地0建物0車位2","",NA,"其他","","",NA,92.25,0,0,0,"有","無",5500000,NA,"坡道平面",92.24,5500000,25.054,121.52
"臺北市","內湖區","車位","臺北市內湖區內湖路三段60巷12弄75號",6.01,"住",NA,NA,10403,"土地0建物0車位1","地下一層，地下二層",8,"其他","停車空間","鋼筋混凝土造",830804,41.39,0,0,0,"有","有",1850000,NA,"坡道平面",41.38,1850000,25.089,121.59
"臺北市","中山區","房地(土地+建物)","臺北市中山區松江路315號",6.86,"商",NA,NA,10403,"土地2建物1車位0","八層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",661208,70.2,1,1,1,"有","無",1.2e+07,170940,"",0,0,25.062,121.53
"臺北市","中山區","房地(土地+建物)","臺北市中山區四平街135號",19.73,"住",NA,NA,10312,"土地1建物1車位0","六層",14,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",720620,107.52,3,2,2,"有","有",1e+07,93006,"",0,0,25.053,121.53
"臺北市","內湖區","土地","",114.72,"商",NA,NA,10401,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",65128000,567713,"",0,0,NA,NA
"臺北市","內湖區","房地(土地+建物)+車位","臺北市內湖區陽光街365巷45號",347.51,"其他",NA,NA,10402,"土地2建物3車位20","三層",7,"廠辦","工業用","鋼筋混凝土造",910502,2342.74,12,0,0,"有","有",2.2e+08,93907,"坡道平面",644.6,0,25.071,121.57
"臺北市","內湖區","房地(土地+建物)+車位","臺北市內湖區文德路75號",26.95,"住",NA,NA,10311,"土地2建物1車位1","二層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",970729,219.82,4,2,2,"有","有",43800000,199254,"坡道平面",35.44,0,25.078,121.58
"臺北市","中山區","房地(土地+建物)","臺北市中山區松江路15號",3.38,"商",NA,NA,10402,"土地1建物1車位0","七層",12,"套房(1房1廳1衛)","住商用","鋼筋混凝土造",661102,37.45,1,1,1,"有","有",8500000,226969,"",0,0,25.046,121.53
"臺北市","中山區","房地(土地+建物)+車位","臺北市中山區中山北路二段105號",33.45,"商",NA,NA,10312,"土地1建物1車位2","九層",9,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",810811,344.25,0,0,0,"無","有",28500000,82789,"坡道機械",0,0,25.059,121.52
"臺北市","內湖區","房地(土地+建物)","臺北市內湖區內湖路二段45號",19.46,"住",NA,NA,10312,"土地1建物1車位0","一層",5,"店面(店鋪)","住商用","鋼筋混凝土造",730526,60.1,0,1,1,"有","無",17860000,297171,"",0,0,25.079,121.58
"臺北市","中山區","房地(土地+建物)","臺北市中山區松江路170巷45號",32.44,"住",NA,NA,10403,"土地1建物1車位0","三層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",691101,144.97,3,2,2,"有","有",11900000,82086,"",0,0,25.056,121.53
"臺北市","中山區","房地(土地+建物)","臺北市中山區中山北路二段45巷15號",6.61,"商",NA,NA,10402,"土地2建物1車位0","四層",7,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",680623,43.2,1,1,1,"有","有",8500000,196759,"",0,0,25.054,121.52
"臺北市","內湖區","車位","臺北市內湖區星雲街168巷29至45號",6.43,"住",NA,NA,10401,"土地0建物0車位3","地下二層，地下三層",21,"其他","停車空間","鋼筋混凝土造",860124,113.41,0,0,0,"有","有",3750000,NA,"坡道平面",113.4,3750000,25.08,121.59
"臺北市","中山區","房地(土地+建物)","臺北市中山區中山北路一段53巷15號",6.63,"商",NA,NA,10401,"土地1建物1車位0","四層",12,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",970104,44.47,1,1,1,"有","有",9700000,218125,"",0,0,25.049,121.52
"臺北市","中山區","房地(土地+建物)","臺北市中山區錦州街375號",18.12,"住",NA,NA,10312,"土地1建物1車位0","一層，騎樓",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",650915,48.96,0,0,1,"無","無",1e+07,204248,"",0,0,25.06,121.54
"臺北市","中山區","房地(土地+建物)","臺北市中山區林森北路107巷75號",10.83,"商",NA,NA,10402,"土地1建物1車位0","二層",6,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",831205,39.54,1,1,1,"有","有",5860000,148204,"",0,0,25.049,121.52
"臺北市","內湖區","房地(土地+建物)","臺北市內湖區內湖路一段217巷15號",38.8,"住",NA,NA,10401,"土地1建物1車位0","六層",7,"華廈(10層含以下有電梯)","國民住宅","鋼筋混凝土造",721117,118.98,3,2,2,"有","有",19100000,160531,"",0,0,25.083,121.56
"臺北市","中山區","房地(土地+建物)","臺北市中山區長安東路二段75號",4.18,"商",NA,NA,10402,"土地3建物1車位0","八層",12,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",700613,39.57,1,1,1,"有","有",8300000,209755,"",0,0,25.048,121.53
"臺北市","大同區","房地(土地+建物)+車位","臺北市大同區民權西路105號",9.5,"商",NA,NA,10312,"土地2建物1車位1","六層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1000330,124.92,4,2,3,"有","有",1.7e+07,136087,"坡道機械",0,0,25.063,121.51
"臺北市","萬華區","房地(土地+建物)","臺北市萬華區桂林路225號",6.61,"住",NA,NA,10401,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720929,25.23,1,2,1,"有","無",9e+05,35672,"",0,0,25.038,121.49
"臺北市","大同區","房地(土地+建物)","臺北市大同區民樂街45號",31,"其他",NA,NA,10402,"土地1建物1車位0","全",3,"透天厝","見其他登記事項","加強磚造",NA,81.27,5,1,2,"有","無",8500000,104590,"",0,0,25.054,121.51
"臺北市","大同區","房地(土地+建物)","臺北市大同區哈密街135號",42.75,"住",NA,NA,10402,"土地1建物1車位0","三層",4,"公寓(5樓含以下無電梯)","住家用","加強磚造",NA,113.26,3,2,2,"有","無",15500000,136853,"",0,0,25.072,121.51
"臺北市","大同區","房地(土地+建物)+車位","臺北市大同區太原路15號",13.97,"其他",NA,NA,10402,"土地1建物1車位1","四層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1000418,160.99,3,2,2,"有","有",3.6e+07,223616,"坡道機械",21.81,0,25.05,121.51
"臺北市","大同區","房地(土地+建物)","臺北市大同區大龍街15號",30.33,"住",NA,NA,10403,"土地1建物1車位0","一層，騎樓",3,"公寓(5樓含以下無電梯)","","加強磚造",NA,80.28,0,0,0,"無","無",2.2e+07,274041,"",0,0,25.063,121.51
"臺北市","萬華區","房地(土地+建物)","臺北市萬華區環河南路三段165號",39,"住",NA,NA,10402,"土地2建物1車位0","二層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",710624,202.25,4,2,2,"有","無",17800000,88010,"",0,0,25.022,121.49
"臺北市","中正區","房地(土地+建物)","臺北市中正區銅山街45號",30.4,"住",NA,NA,10403,"土地1建物1車位0","一層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",660309,106.58,2,3,2,"有","無",38500000,361231,"",0,0,25.039,121.52
"臺北市","大同區","房地(土地+建物)","臺北市大同區重慶北路三段25巷15號",28.25,"住",NA,NA,10403,"土地1建物1車位0","一層",4,"公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造",610824,81.08,2,1,1,"有","無",1.6e+07,197336,"",0,0,25.064,121.51
